;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/15/2023 3:19:46 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_ADC_A_C.c,51 :: 		
0x0327	0x0862      	MOVF       FARG_ADC_Read_channel, 0
0x0328	0x00F0      	MOVWF      R0
0x0329	0x0DF0      	RLF        R0, 1
0x032A	0x1070      	BCF        R0, 0
0x032B	0x0DF0      	RLF        R0, 1
0x032C	0x1070      	BCF        R0, 0
0x032D	0x0DF0      	RLF        R0, 1
0x032E	0x1070      	BCF        R0, 0
0x032F	0x0870      	MOVF       R0, 0
0x0330	0x1283      	BCF        STATUS, 5
0x0331	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_C.c,54 :: 		
0x0332	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_A_C.c,57 :: 		
0x0333	0x2192      	CALL       _Delay_22us
;__Lib_ADC_A_C.c,60 :: 		
0x0334	0x151F      	BSF        ADCON0, 2
;__Lib_ADC_A_C.c,63 :: 		
L_ADC_Read2:
0x0335	0x1D1F      	BTFSS      ADCON0, 2
0x0336	0x2B39      	GOTO       L_ADC_Read3
;__Lib_ADC_A_C.c,64 :: 		
0x0337	0x0000      	NOP
0x0338	0x2B35      	GOTO       L_ADC_Read2
L_ADC_Read3:
;__Lib_ADC_A_C.c,67 :: 		
0x0339	0x101F      	BCF        ADCON0, 0
;__Lib_ADC_A_C.c,70 :: 		
0x033A	0x081E      	MOVF       ADRESH, 0
0x033B	0x00F1      	MOVWF      R0+1
0x033C	0x01F0      	CLRF       R0
0x033D	0x1683      	BSF        STATUS, 5
0x033E	0x081E      	MOVF       ADRESL, 0
0x033F	0x04F0      	IORWF      R0, 1
0x0340	0x3000      	MOVLW      0
0x0341	0x04F1      	IORWF      R0+1, 1
;__Lib_ADC_A_C.c,71 :: 		
L_end_ADC_Read:
0x0342	0x0008      	RETURN
; end of _ADC_Read
_autoFanControl:
;COCIMIC_FP_Compiler.c,105 :: 		void autoFanControl() {
;COCIMIC_FP_Compiler.c,107 :: 		if (tempValue < 26) {  // If temperature is below 26C, turn off fan
0x0343	0x3000      	MOVLW      0
0x0344	0x1683      	BSF        STATUS, 5
0x0345	0x1303      	BCF        STATUS, 6
0x0346	0x024B      	SUBWF      _tempValue+1, 0
0x0347	0x1D03      	BTFSS      STATUS, 2
0x0348	0x2B4B      	GOTO       L__autoFanControl94
0x0349	0x301A      	MOVLW      26
0x034A	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl94:
0x034B	0x1803      	BTFSC      STATUS, 0
0x034C	0x2B58      	GOTO       L_autoFanControl2
;COCIMIC_FP_Compiler.c,108 :: 		spdValue = 0;
0x034D	0x01BF      	CLRF       _spdValue
0x034E	0x01C0      	CLRF       _spdValue+1
;COCIMIC_FP_Compiler.c,109 :: 		Lcd_Out(2, 9, " ");
0x034F	0x3002      	MOVLW      2
0x0350	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0351	0x3009      	MOVLW      9
0x0352	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0353	0x3053      	MOVLW      ?lstr7_COCIMIC_FP_Compiler
0x0354	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0355	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,110 :: 		stopFan();
0x0356	0x226B      	CALL       _stopFan
;COCIMIC_FP_Compiler.c,111 :: 		} else if (tempValue < 29) {  // If temperature is between 26C and 29C, set fan speed to 10%
0x0357	0x2BBE      	GOTO       L_autoFanControl3
L_autoFanControl2:
0x0358	0x3000      	MOVLW      0
0x0359	0x1683      	BSF        STATUS, 5
0x035A	0x024B      	SUBWF      _tempValue+1, 0
0x035B	0x1D03      	BTFSS      STATUS, 2
0x035C	0x2B5F      	GOTO       L__autoFanControl95
0x035D	0x301D      	MOVLW      29
0x035E	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl95:
0x035F	0x1803      	BTFSC      STATUS, 0
0x0360	0x2B67      	GOTO       L_autoFanControl4
;COCIMIC_FP_Compiler.c,112 :: 		spdValue = 10;
0x0361	0x300A      	MOVLW      10
0x0362	0x00BF      	MOVWF      _spdValue
0x0363	0x3000      	MOVLW      0
0x0364	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,113 :: 		startFan();
0x0365	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,114 :: 		} else if (tempValue < 32) {  // If temperature is between 29C and 32C, set fan speed to 30%
0x0366	0x2BBE      	GOTO       L_autoFanControl5
L_autoFanControl4:
0x0367	0x3000      	MOVLW      0
0x0368	0x1683      	BSF        STATUS, 5
0x0369	0x024B      	SUBWF      _tempValue+1, 0
0x036A	0x1D03      	BTFSS      STATUS, 2
0x036B	0x2B6E      	GOTO       L__autoFanControl96
0x036C	0x3020      	MOVLW      32
0x036D	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl96:
0x036E	0x1803      	BTFSC      STATUS, 0
0x036F	0x2B76      	GOTO       L_autoFanControl6
;COCIMIC_FP_Compiler.c,115 :: 		spdValue = 30;
0x0370	0x301E      	MOVLW      30
0x0371	0x00BF      	MOVWF      _spdValue
0x0372	0x3000      	MOVLW      0
0x0373	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,116 :: 		startFan();
0x0374	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,117 :: 		} else if (tempValue < 35) {  // If temperature is between 32C and 35C, set fan speed to 50%
0x0375	0x2BBE      	GOTO       L_autoFanControl7
L_autoFanControl6:
0x0376	0x3000      	MOVLW      0
0x0377	0x1683      	BSF        STATUS, 5
0x0378	0x024B      	SUBWF      _tempValue+1, 0
0x0379	0x1D03      	BTFSS      STATUS, 2
0x037A	0x2B7D      	GOTO       L__autoFanControl97
0x037B	0x3023      	MOVLW      35
0x037C	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl97:
0x037D	0x1803      	BTFSC      STATUS, 0
0x037E	0x2B85      	GOTO       L_autoFanControl8
;COCIMIC_FP_Compiler.c,118 :: 		spdValue = 50;
0x037F	0x3032      	MOVLW      50
0x0380	0x00BF      	MOVWF      _spdValue
0x0381	0x3000      	MOVLW      0
0x0382	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,119 :: 		startFan();
0x0383	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,120 :: 		} else if (tempValue < 38) {  // If temperature is between 35C and 38C, set fan speed to 70%
0x0384	0x2BBE      	GOTO       L_autoFanControl9
L_autoFanControl8:
0x0385	0x3000      	MOVLW      0
0x0386	0x1683      	BSF        STATUS, 5
0x0387	0x024B      	SUBWF      _tempValue+1, 0
0x0388	0x1D03      	BTFSS      STATUS, 2
0x0389	0x2B8C      	GOTO       L__autoFanControl98
0x038A	0x3026      	MOVLW      38
0x038B	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl98:
0x038C	0x1803      	BTFSC      STATUS, 0
0x038D	0x2B94      	GOTO       L_autoFanControl10
;COCIMIC_FP_Compiler.c,121 :: 		spdValue = 70;
0x038E	0x3046      	MOVLW      70
0x038F	0x00BF      	MOVWF      _spdValue
0x0390	0x3000      	MOVLW      0
0x0391	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,122 :: 		startFan();
0x0392	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,123 :: 		} else if (tempValue < 41) {  // If temperature is between 38C and 41C, set fan speed to 90%
0x0393	0x2BBE      	GOTO       L_autoFanControl11
L_autoFanControl10:
0x0394	0x3000      	MOVLW      0
0x0395	0x1683      	BSF        STATUS, 5
0x0396	0x024B      	SUBWF      _tempValue+1, 0
0x0397	0x1D03      	BTFSS      STATUS, 2
0x0398	0x2B9B      	GOTO       L__autoFanControl99
0x0399	0x3029      	MOVLW      41
0x039A	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl99:
0x039B	0x1803      	BTFSC      STATUS, 0
0x039C	0x2BA3      	GOTO       L_autoFanControl12
;COCIMIC_FP_Compiler.c,124 :: 		spdValue = 90;
0x039D	0x305A      	MOVLW      90
0x039E	0x00BF      	MOVWF      _spdValue
0x039F	0x3000      	MOVLW      0
0x03A0	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,125 :: 		startFan();
0x03A1	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,126 :: 		} else if (tempValue < 50) {  // If temperature is between 41C and 50C, set fan speed to 100%
0x03A2	0x2BBE      	GOTO       L_autoFanControl13
L_autoFanControl12:
0x03A3	0x3000      	MOVLW      0
0x03A4	0x1683      	BSF        STATUS, 5
0x03A5	0x024B      	SUBWF      _tempValue+1, 0
0x03A6	0x1D03      	BTFSS      STATUS, 2
0x03A7	0x2BAA      	GOTO       L__autoFanControl100
0x03A8	0x3032      	MOVLW      50
0x03A9	0x024A      	SUBWF      _tempValue, 0
L__autoFanControl100:
0x03AA	0x1803      	BTFSC      STATUS, 0
0x03AB	0x2BB2      	GOTO       L_autoFanControl14
;COCIMIC_FP_Compiler.c,127 :: 		spdValue = 100;
0x03AC	0x3064      	MOVLW      100
0x03AD	0x00BF      	MOVWF      _spdValue
0x03AE	0x3000      	MOVLW      0
0x03AF	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,128 :: 		startFan();
0x03B0	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,129 :: 		} else {  // If temperature is above 50C, show warning message (!)
0x03B1	0x2BBE      	GOTO       L_autoFanControl15
L_autoFanControl14:
;COCIMIC_FP_Compiler.c,130 :: 		spdValue = 100;
0x03B2	0x3064      	MOVLW      100
0x03B3	0x1683      	BSF        STATUS, 5
0x03B4	0x00BF      	MOVWF      _spdValue
0x03B5	0x3000      	MOVLW      0
0x03B6	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,131 :: 		Lcd_Out(1, 12, "(!)");
0x03B7	0x3001      	MOVLW      1
0x03B8	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x03B9	0x300C      	MOVLW      12
0x03BA	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x03BB	0x304F      	MOVLW      ?lstr8_COCIMIC_FP_Compiler
0x03BC	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x03BD	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,132 :: 		}
L_autoFanControl15:
L_autoFanControl13:
L_autoFanControl11:
L_autoFanControl9:
L_autoFanControl7:
L_autoFanControl5:
L_autoFanControl3:
;COCIMIC_FP_Compiler.c,133 :: 		}
L_end_autoFanControl:
0x03BE	0x0008      	RETURN
; end of _autoFanControl
_readTemp:
;COCIMIC_FP_Compiler.c,70 :: 		void readTemp() {
;COCIMIC_FP_Compiler.c,71 :: 		tempValue = ADC_Read(0);     // Read ADC value at channel 0
0x03BF	0x1683      	BSF        STATUS, 5
0x03C0	0x1303      	BCF        STATUS, 6
0x03C1	0x01E2      	CLRF       FARG_ADC_Read_channel
0x03C2	0x231F      	CALL       _ADC_Read
0x03C3	0x0870      	MOVF       R0, 0
0x03C4	0x00CA      	MOVWF      _tempValue
0x03C5	0x0871      	MOVF       R0+1, 0
0x03C6	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,72 :: 		tempValue = tempValue * 5;   // Convert ADC value to voltage
0x03C7	0x3005      	MOVLW      5
0x03C8	0x00F4      	MOVWF      R4
0x03C9	0x3000      	MOVLW      0
0x03CA	0x00F5      	MOVWF      R4+1
0x03CB	0x2142      	CALL       _Mul_16x16_U
0x03CC	0x0870      	MOVF       R0, 0
0x03CD	0x1683      	BSF        STATUS, 5
0x03CE	0x00CA      	MOVWF      _tempValue
0x03CF	0x0871      	MOVF       R0+1, 0
0x03D0	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,73 :: 		tempValue = tempValue / 10;  // Convert voltage to temperature
0x03D1	0x300A      	MOVLW      10
0x03D2	0x00F4      	MOVWF      R4
0x03D3	0x3000      	MOVLW      0
0x03D4	0x00F5      	MOVWF      R4+1
0x03D5	0x216D      	CALL       _Div_16x16_U
0x03D6	0x0870      	MOVF       R0, 0
0x03D7	0x1683      	BSF        STATUS, 5
0x03D8	0x00CA      	MOVWF      _tempValue
0x03D9	0x0871      	MOVF       R0+1, 0
0x03DA	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,76 :: 		if (tempValue < 32) {              // If temperature is below 32F
0x03DB	0x3000      	MOVLW      0
0x03DC	0x0271      	SUBWF      R0+1, 0
0x03DD	0x1D03      	BTFSS      STATUS, 2
0x03DE	0x2BE1      	GOTO       L__readTemp91
0x03DF	0x3020      	MOVLW      32
0x03E0	0x0270      	SUBWF      R0, 0
L__readTemp91:
0x03E1	0x1803      	BTFSC      STATUS, 0
0x03E2	0x2C02      	GOTO       L_readTemp0
;COCIMIC_FP_Compiler.c,77 :: 		tempValue = 0;                 // Set temperature to 0
0x03E3	0x01CA      	CLRF       _tempValue
0x03E4	0x01CB      	CLRF       _tempValue+1
;COCIMIC_FP_Compiler.c,78 :: 		IntToStr(tempValue, txtTemp);  // Convert temperature to string
0x03E5	0x01E2      	CLRF       FARG_IntToStr_input
0x03E6	0x01E3      	CLRF       FARG_IntToStr_input+1
0x03E7	0x30CC      	MOVLW      _txtTemp
0x03E8	0x00E4      	MOVWF      FARG_IntToStr_output
0x03E9	0x22B5      	CALL       _IntToStr
;COCIMIC_FP_Compiler.c,81 :: 		Lcd_Out(1, 7, "   C ");  // Display Celsius sign
0x03EA	0x3001      	MOVLW      1
0x03EB	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x03EC	0x3007      	MOVLW      7
0x03ED	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x03EE	0x30A9      	MOVLW      ?lstr1_COCIMIC_FP_Compiler
0x03EF	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x03F0	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,82 :: 		Lcd_Out(1, 12, "(-)");   // Display negative sign
0x03F1	0x3001      	MOVLW      1
0x03F2	0x1683      	BSF        STATUS, 5
0x03F3	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x03F4	0x300C      	MOVLW      12
0x03F5	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x03F6	0x30A5      	MOVLW      ?lstr2_COCIMIC_FP_Compiler
0x03F7	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x03F8	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,83 :: 		Lcd_Out(2, 9, "  ");     // Clear values using space
0x03F9	0x3002      	MOVLW      2
0x03FA	0x1683      	BSF        STATUS, 5
0x03FB	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x03FC	0x3009      	MOVLW      9
0x03FD	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x03FE	0x3062      	MOVLW      ?lstr3_COCIMIC_FP_Compiler
0x03FF	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0400	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,85 :: 		} else {                    // If temperature is above 32F
0x0401	0x2C32      	GOTO       L_readTemp1
L_readTemp0:
;COCIMIC_FP_Compiler.c,86 :: 		Lcd_Out(1, 12, "   ");  // Clear values using space
0x0402	0x3001      	MOVLW      1
0x0403	0x1683      	BSF        STATUS, 5
0x0404	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0405	0x300C      	MOVLW      12
0x0406	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0407	0x3055      	MOVLW      ?lstr4_COCIMIC_FP_Compiler
0x0408	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0409	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,89 :: 		tempValue = tempValue - 32;
0x040A	0x3020      	MOVLW      32
0x040B	0x1683      	BSF        STATUS, 5
0x040C	0x024A      	SUBWF      _tempValue, 0
0x040D	0x00F0      	MOVWF      R0
0x040E	0x3000      	MOVLW      0
0x040F	0x1C03      	BTFSS      STATUS, 0
0x0410	0x3E01      	ADDLW      1
0x0411	0x024B      	SUBWF      _tempValue+1, 0
0x0412	0x00F1      	MOVWF      R0+1
0x0413	0x0870      	MOVF       R0, 0
0x0414	0x00CA      	MOVWF      _tempValue
0x0415	0x0871      	MOVF       R0+1, 0
0x0416	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,90 :: 		tempValue = tempValue * 5;
0x0417	0x3005      	MOVLW      5
0x0418	0x00F4      	MOVWF      R4
0x0419	0x3000      	MOVLW      0
0x041A	0x00F5      	MOVWF      R4+1
0x041B	0x2142      	CALL       _Mul_16x16_U
0x041C	0x0870      	MOVF       R0, 0
0x041D	0x1683      	BSF        STATUS, 5
0x041E	0x00CA      	MOVWF      _tempValue
0x041F	0x0871      	MOVF       R0+1, 0
0x0420	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,91 :: 		tempValue = tempValue / 9;
0x0421	0x3009      	MOVLW      9
0x0422	0x00F4      	MOVWF      R4
0x0423	0x3000      	MOVLW      0
0x0424	0x00F5      	MOVWF      R4+1
0x0425	0x216D      	CALL       _Div_16x16_U
0x0426	0x0870      	MOVF       R0, 0
0x0427	0x1683      	BSF        STATUS, 5
0x0428	0x00CA      	MOVWF      _tempValue
0x0429	0x0871      	MOVF       R0+1, 0
0x042A	0x00CB      	MOVWF      _tempValue+1
;COCIMIC_FP_Compiler.c,92 :: 		IntToStr(tempValue, txtTemp);  // Convert temperature in Celsius to string
0x042B	0x0870      	MOVF       R0, 0
0x042C	0x00E2      	MOVWF      FARG_IntToStr_input
0x042D	0x0871      	MOVF       R0+1, 0
0x042E	0x00E3      	MOVWF      FARG_IntToStr_input+1
0x042F	0x30CC      	MOVLW      _txtTemp
0x0430	0x00E4      	MOVWF      FARG_IntToStr_output
0x0431	0x22B5      	CALL       _IntToStr
;COCIMIC_FP_Compiler.c,93 :: 		}
L_readTemp1:
;COCIMIC_FP_Compiler.c,94 :: 		}
L_end_readTemp:
0x0432	0x0008      	RETURN
; end of _readTemp
_manualFanControl:
;COCIMIC_FP_Compiler.c,194 :: 		void manualFanControl() {
;COCIMIC_FP_Compiler.c,195 :: 		if (keyFlag == 1) {
0x0433	0x3000      	MOVLW      0
0x0434	0x1683      	BSF        STATUS, 5
0x0435	0x1303      	BCF        STATUS, 6
0x0436	0x0646      	XORWF      _keyFlag+1, 0
0x0437	0x1D03      	BTFSS      STATUS, 2
0x0438	0x2C3B      	GOTO       L__manualFanControl113
0x0439	0x3001      	MOVLW      1
0x043A	0x0645      	XORWF      _keyFlag, 0
L__manualFanControl113:
0x043B	0x1D03      	BTFSS      STATUS, 2
0x043C	0x2CC1      	GOTO       L_manualFanControl34
;COCIMIC_FP_Compiler.c,196 :: 		keyFlag = 0;  // Clear keyFlag
0x043D	0x01C5      	CLRF       _keyFlag
0x043E	0x01C6      	CLRF       _keyFlag+1
;COCIMIC_FP_Compiler.c,197 :: 		if (key == 1) {
0x043F	0x3000      	MOVLW      0
0x0440	0x0642      	XORWF      _key+1, 0
0x0441	0x1D03      	BTFSS      STATUS, 2
0x0442	0x2C45      	GOTO       L__manualFanControl114
0x0443	0x3001      	MOVLW      1
0x0444	0x0641      	XORWF      _key, 0
L__manualFanControl114:
0x0445	0x1D03      	BTFSS      STATUS, 2
0x0446	0x2C4C      	GOTO       L_manualFanControl35
;COCIMIC_FP_Compiler.c,198 :: 		spdValue = 10;
0x0447	0x300A      	MOVLW      10
0x0448	0x00BF      	MOVWF      _spdValue
0x0449	0x3000      	MOVLW      0
0x044A	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,199 :: 		} else if (key == 2) {
0x044B	0x2CC0      	GOTO       L_manualFanControl36
L_manualFanControl35:
0x044C	0x3000      	MOVLW      0
0x044D	0x0642      	XORWF      _key+1, 0
0x044E	0x1D03      	BTFSS      STATUS, 2
0x044F	0x2C52      	GOTO       L__manualFanControl115
0x0450	0x3002      	MOVLW      2
0x0451	0x0641      	XORWF      _key, 0
L__manualFanControl115:
0x0452	0x1D03      	BTFSS      STATUS, 2
0x0453	0x2C59      	GOTO       L_manualFanControl37
;COCIMIC_FP_Compiler.c,200 :: 		spdValue = 20;
0x0454	0x3014      	MOVLW      20
0x0455	0x00BF      	MOVWF      _spdValue
0x0456	0x3000      	MOVLW      0
0x0457	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,201 :: 		} else if (key == 3) {
0x0458	0x2CC0      	GOTO       L_manualFanControl38
L_manualFanControl37:
0x0459	0x3000      	MOVLW      0
0x045A	0x0642      	XORWF      _key+1, 0
0x045B	0x1D03      	BTFSS      STATUS, 2
0x045C	0x2C5F      	GOTO       L__manualFanControl116
0x045D	0x3003      	MOVLW      3
0x045E	0x0641      	XORWF      _key, 0
L__manualFanControl116:
0x045F	0x1D03      	BTFSS      STATUS, 2
0x0460	0x2C66      	GOTO       L_manualFanControl39
;COCIMIC_FP_Compiler.c,202 :: 		spdValue = 30;
0x0461	0x301E      	MOVLW      30
0x0462	0x00BF      	MOVWF      _spdValue
0x0463	0x3000      	MOVLW      0
0x0464	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,203 :: 		} else if (key == 4) {
0x0465	0x2CC0      	GOTO       L_manualFanControl40
L_manualFanControl39:
0x0466	0x3000      	MOVLW      0
0x0467	0x0642      	XORWF      _key+1, 0
0x0468	0x1D03      	BTFSS      STATUS, 2
0x0469	0x2C6C      	GOTO       L__manualFanControl117
0x046A	0x3004      	MOVLW      4
0x046B	0x0641      	XORWF      _key, 0
L__manualFanControl117:
0x046C	0x1D03      	BTFSS      STATUS, 2
0x046D	0x2C73      	GOTO       L_manualFanControl41
;COCIMIC_FP_Compiler.c,204 :: 		spdValue = 40;
0x046E	0x3028      	MOVLW      40
0x046F	0x00BF      	MOVWF      _spdValue
0x0470	0x3000      	MOVLW      0
0x0471	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,205 :: 		} else if (key == 5) {
0x0472	0x2CC0      	GOTO       L_manualFanControl42
L_manualFanControl41:
0x0473	0x3000      	MOVLW      0
0x0474	0x0642      	XORWF      _key+1, 0
0x0475	0x1D03      	BTFSS      STATUS, 2
0x0476	0x2C79      	GOTO       L__manualFanControl118
0x0477	0x3005      	MOVLW      5
0x0478	0x0641      	XORWF      _key, 0
L__manualFanControl118:
0x0479	0x1D03      	BTFSS      STATUS, 2
0x047A	0x2C80      	GOTO       L_manualFanControl43
;COCIMIC_FP_Compiler.c,206 :: 		spdValue = 50;
0x047B	0x3032      	MOVLW      50
0x047C	0x00BF      	MOVWF      _spdValue
0x047D	0x3000      	MOVLW      0
0x047E	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,207 :: 		} else if (key == 6) {
0x047F	0x2CC0      	GOTO       L_manualFanControl44
L_manualFanControl43:
0x0480	0x3000      	MOVLW      0
0x0481	0x0642      	XORWF      _key+1, 0
0x0482	0x1D03      	BTFSS      STATUS, 2
0x0483	0x2C86      	GOTO       L__manualFanControl119
0x0484	0x3006      	MOVLW      6
0x0485	0x0641      	XORWF      _key, 0
L__manualFanControl119:
0x0486	0x1D03      	BTFSS      STATUS, 2
0x0487	0x2C8D      	GOTO       L_manualFanControl45
;COCIMIC_FP_Compiler.c,208 :: 		spdValue = 60;
0x0488	0x303C      	MOVLW      60
0x0489	0x00BF      	MOVWF      _spdValue
0x048A	0x3000      	MOVLW      0
0x048B	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,209 :: 		} else if (key == 7) {
0x048C	0x2CC0      	GOTO       L_manualFanControl46
L_manualFanControl45:
0x048D	0x3000      	MOVLW      0
0x048E	0x0642      	XORWF      _key+1, 0
0x048F	0x1D03      	BTFSS      STATUS, 2
0x0490	0x2C93      	GOTO       L__manualFanControl120
0x0491	0x3007      	MOVLW      7
0x0492	0x0641      	XORWF      _key, 0
L__manualFanControl120:
0x0493	0x1D03      	BTFSS      STATUS, 2
0x0494	0x2C9A      	GOTO       L_manualFanControl47
;COCIMIC_FP_Compiler.c,210 :: 		spdValue = 70;
0x0495	0x3046      	MOVLW      70
0x0496	0x00BF      	MOVWF      _spdValue
0x0497	0x3000      	MOVLW      0
0x0498	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,211 :: 		} else if (key == 8) {
0x0499	0x2CC0      	GOTO       L_manualFanControl48
L_manualFanControl47:
0x049A	0x3000      	MOVLW      0
0x049B	0x0642      	XORWF      _key+1, 0
0x049C	0x1D03      	BTFSS      STATUS, 2
0x049D	0x2CA0      	GOTO       L__manualFanControl121
0x049E	0x3008      	MOVLW      8
0x049F	0x0641      	XORWF      _key, 0
L__manualFanControl121:
0x04A0	0x1D03      	BTFSS      STATUS, 2
0x04A1	0x2CA7      	GOTO       L_manualFanControl49
;COCIMIC_FP_Compiler.c,212 :: 		spdValue = 80;
0x04A2	0x3050      	MOVLW      80
0x04A3	0x00BF      	MOVWF      _spdValue
0x04A4	0x3000      	MOVLW      0
0x04A5	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,213 :: 		} else if (key == 9) {
0x04A6	0x2CC0      	GOTO       L_manualFanControl50
L_manualFanControl49:
0x04A7	0x3000      	MOVLW      0
0x04A8	0x0642      	XORWF      _key+1, 0
0x04A9	0x1D03      	BTFSS      STATUS, 2
0x04AA	0x2CAD      	GOTO       L__manualFanControl122
0x04AB	0x3009      	MOVLW      9
0x04AC	0x0641      	XORWF      _key, 0
L__manualFanControl122:
0x04AD	0x1D03      	BTFSS      STATUS, 2
0x04AE	0x2CB4      	GOTO       L_manualFanControl51
;COCIMIC_FP_Compiler.c,214 :: 		spdValue = 90;
0x04AF	0x305A      	MOVLW      90
0x04B0	0x00BF      	MOVWF      _spdValue
0x04B1	0x3000      	MOVLW      0
0x04B2	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,215 :: 		} else if (key == 12) {
0x04B3	0x2CC0      	GOTO       L_manualFanControl52
L_manualFanControl51:
0x04B4	0x3000      	MOVLW      0
0x04B5	0x0642      	XORWF      _key+1, 0
0x04B6	0x1D03      	BTFSS      STATUS, 2
0x04B7	0x2CBA      	GOTO       L__manualFanControl123
0x04B8	0x300C      	MOVLW      12
0x04B9	0x0641      	XORWF      _key, 0
L__manualFanControl123:
0x04BA	0x1D03      	BTFSS      STATUS, 2
0x04BB	0x2CC0      	GOTO       L_manualFanControl53
;COCIMIC_FP_Compiler.c,216 :: 		spdValue = 100;
0x04BC	0x3064      	MOVLW      100
0x04BD	0x00BF      	MOVWF      _spdValue
0x04BE	0x3000      	MOVLW      0
0x04BF	0x00C0      	MOVWF      _spdValue+1
;COCIMIC_FP_Compiler.c,217 :: 		}
L_manualFanControl53:
L_manualFanControl52:
L_manualFanControl50:
L_manualFanControl48:
L_manualFanControl46:
L_manualFanControl44:
L_manualFanControl42:
L_manualFanControl40:
L_manualFanControl38:
L_manualFanControl36:
;COCIMIC_FP_Compiler.c,218 :: 		startFan();
0x04C0	0x2254      	CALL       _startFan
;COCIMIC_FP_Compiler.c,219 :: 		}
L_manualFanControl34:
;COCIMIC_FP_Compiler.c,220 :: 		}
L_end_manualFanControl:
0x04C1	0x0008      	RETURN
; end of _manualFanControl
_dispTemp:
;COCIMIC_FP_Compiler.c,97 :: 		void dispTemp() {
;COCIMIC_FP_Compiler.c,99 :: 		Lcd_Out(1, 1, "Temp: ");
0x04C2	0x3001      	MOVLW      1
0x04C3	0x1683      	BSF        STATUS, 5
0x04C4	0x1303      	BCF        STATUS, 6
